bug_id,creation_date,component_name,product_name,short_description,long_description,reporter_name,resolution_category,status_category,bug_fix_time,severity_category,results
DRI-68958,04-09-13,DRM/Intel,DRI,[ilk] mismatch in adjusted_mode.flags(DRM_MODE_FLAG_PHSYNC) (expected 0 found 1),"Created attachment 85211
dmesg after reboot

I am using the drm-next with git libdrm mesa xf86-video* ... Mainly I wanted airlied's nouveau optimus runtime PM patches. 

I just installed Nexuiz and ran nexuiz-glx with the Intel card (forgot to do DRI_PRIME=1)  - it showed some brownish horizontal artifacts/lines and presumably crashed creating an unkillable process. Here's the lines from dmesg:

[ 6619.136216] [drm:intel_pipe_config_compare] *ERROR* mismatch in adjusted_mode.flags(DRM_MODE_FLAG_PHSYNC) (expected 0 found 1)
[ 6619.136236] ------------[ cut here ]------------
[ 6619.136297] WARNING: CPU: 0 PID: 1769 at drivers/gpu/drm/i915/intel_display.c:8746 check_crtc_state+0x5ff/0xac0 [i915]()
[ 6619.136300] pipe state doesn't match!
[ 6619.136302] Modules linked in: snd_hda_codec_hdmi snd_hda_codec_realtek uvcvideo brcmsmac videobuf2_vmalloc coretemp nouveau videobuf2_memops videobuf2_core kvm_intel cordic brcmutil videodev kvm atl1c bcma ttm usbhid dell_wmi mxm_wmi microcode snd_hda_intel snd_hda_codec snd_hwdep snd_pcm snd_page_alloc i915 snd_timer snd wmi drm_kms_helper lpc_ich mfd_core
[ 6619.136371] CPU: 0 PID: 1769 Comm: X Not tainted 3.11.0-rc7+ #1
[ 6619.136375] Hardware name: Alienware M11x R2/M11x R2 BIOS A04 11/23/2010
[ 6619.136378]  0000000000000009 ffff88016f59d7c8 ffffffff815bcf24 0000000000000007
[ 6619.136396]  ffff88016f59d818 ffff88016f59d808 ffffffff81043cd7 ffff88016f59d810
[ 6619.136402]  ffff8801729d7000 ffff8801729d76d0 ffff880172a67418 ffff880172a67000
[ 6619.136408] Call Trace:
[ 6619.136431]  [] dump_stack+0x4f/0x84
[ 6619.136441]  [] warn_slowpath_common+0x87/0xb0
[ 6619.136460]  [] warn_slowpath_fmt+0x41/0x50
[ 6619.136492]  [] check_crtc_state+0x5ff/0xac0 [i915]
[ 6619.136528]  [] intel_modeset_check_state+0x2ad/0x770 [i915]
[ 6619.136559]  [] intel_set_mode+0x20/0x30 [i915]
[ 6619.136590]  [] intel_crtc_set_config+0x823/0xa10 [i915]
[ 6619.136600]  [] drm_mode_set_config_internal+0x5d/0xe0
[ 6619.136607]  [] drm_mode_setcrtc+0xf3/0x630
[ 6619.136638]  [] ? intel_crtc_load_lut+0xd7/0x180 [i915]
[ 6619.136658]  [] drm_ioctl+0x539/0x660
[ 6619.136664]  [] ? drm_mode_setplane+0x3b0/0x3b0
[ 6619.136672]  [] ? __dequeue_entity+0x2a/0x50
[ 6619.136693]  [] ? __switch_to_xtra+0x118/0x220
[ 6619.136702]  [] do_vfs_ioctl+0x87/0x520
[ 6619.136722]  [] ? _raw_spin_unlock_irq+0x12/0x40
[ 6619.136730]  [] ? finish_task_switch+0x49/0xe0
[ 6619.136736]  [] ? __schedule+0x409/0x820
[ 6619.136754]  [] ? _raw_spin_unlock_irq+0x12/0x40
[ 6619.136761]  [] SyS_ioctl+0x91/0xb0
[ 6619.136769]  [] system_call_fastpath+0x16/0x1b
[ 6619.136786] ---[ end trace 57ca81ad7543212d ]---
[ 6630.833559] nouveau 0000:01:00.0: power state changed by ACPI to D0
[ 6636.279723] ACPI Warning: \_SB_.PCI0.P0P2.PEGP._DSM: Argument #4 type mismatch - Found [Buffer] ACPI requires [Package] (20130517/nsarguments-95)
[ 6636.281180] ACPI Warning: \_SB_.PCI0.P0P2.PEGP._DSM: Argument #4 type mismatch - Found [Buffer] ACPI requires [Package] (20130517/nsarguments-95)
[ 6640.648259] nouveau 0000:01:00.0: power state changed by ACPI to D3cold
[ 6727.429277] [drm:intel_pipe_config_compare] *ERROR* mismatch in adjusted_mode.flags(DRM_MODE_FLAG_PHSYNC) (expected 0 found 1)
[ 6727.429282] ------------[ cut here ]------------
[ 6727.429337] WARNING: CPU: 2 PID: 1769 at drivers/gpu/drm/i915/intel_display.c:8746 check_crtc_state+0x5ff/0xac0 [i915]()
[ 6727.429339] pipe state doesn't match!
[ 6727.429341] Modules linked in: snd_hda_codec_hdmi snd_hda_codec_realtek uvcvideo brcmsmac videobuf2_vmalloc coretemp nouveau videobuf2_memops videobuf2_core kvm_intel cordic brcmutil videodev kvm atl1c bcma ttm usbhid dell_wmi mxm_wmi microcode snd_hda_intel snd_hda_codec snd_hwdep snd_pcm snd_page_alloc i915 snd_timer snd wmi drm_kms_helper lpc_ich mfd_core
[ 6727.429385] CPU: 2 PID: 1769 Comm: X Tainted: G        W    3.11.0-rc7+ #1
[ 6727.429399] Hardware name: Alienware M11x R2/M11x R2 BIOS A04 11/23/2010
[ 6727.429401]  0000000000000009 ffff88016f59d7c8 ffffffff815bcf24 0000000000000007
[ 6727.429405]  ffff88016f59d818 ffff88016f59d808 ffffffff81043cd7 ffff88016f59d810
[ 6727.429409]  ffff8801729d7000 ffff8801729d76d0 ffff880172a67418 ffff880172a67000
[ 6727.429413] Call Trace:
[ 6727.429434]  [] dump_stack+0x4f/0x84
[ 6727.429441]  [] warn_slowpath_common+0x87/0xb0
[ 6727.429446]  [] warn_slowpath_fmt+0x41/0x50
[ 6727.429471]  [] check_crtc_state+0x5ff/0xac0 [i915]
[ 6727.429500]  [] intel_modeset_check_state+0x2ad/0x770 [i915]
[ 6727.429513]  [] intel_set_mode+0x20/0x30 [i915]
[ 6727.429537]  [] intel_crtc_set_config+0x823/0xa10 [i915]
[ 6727.429545]  [] drm_mode_set_config_internal+0x5d/0xe0
[ 6727.429562]  [] drm_mode_setcrtc+0xf3/0x630
[ 6727.429575]  [] ? intel_crtc_load_lut+0xd7/0x180 [i915]
[ 6727.429592]  [] drm_ioctl+0x539/0x660
[ 6727.429599]  [] ? path_openat+0x107/0x630
[ 6727.429602]  [] ? drm_mode_setplane+0x3b0/0x3b0
[ 6727.429608]  [] do_vfs_ioctl+0x87/0x520
[ 6727.429626]  [] ? __sb_end_write+0x30/0x70
[ 6727.429631]  [] ? vfs_write+0x186/0x200
[ 6727.429635]  [] SyS_ioctl+0x91/0xb0
[ 6727.429639]  [] ? SyS_write+0x4d/0xa0
[ 6727.429644]  [] ? SyS_iopl+0x72/0xa0
[ 6727.429662]  [] system_call_fastpath+0x16/0x1b
[ 6727.429665] ---[ end trace 57ca81ad7543212e ]---
[ 6727.947371] nouveau 0000:01:00.0: power state changed by ACPI to D0

I have attached my regular dmesg after reboot as well since at some point I had run dmesg --clear due to brcmsmac spamming my logs.

I have also noticed that since the commit enabling nouveau MSI my laptop has micro freezes when the GPU transitions power states and DMAR now spews PWRITE errors.",tod.jackson,fixed,closed,5,normal,0
DRI-33027,12-01-11,DRM/Radeon,DRI,[Evergreen KMS] Crash with garbled screen on mode set,Ever since Linus merged drm-next laptop crashes with garbled screen on modeset during boot. I haven't tried to ssh to the laptop yet.,serkan,fixed,resolved,33,major,2
MESA-63732,19-04-13,Drivers/DRI/r300,MESA,[KDE] - display switching problem with kwin_gles and radeon driver.,"Created attachment 78244
Dualdisplay bug.

Hello

with radeon driver and mesa in version 9.1.1 I have problem with switching display between notebook and external display in KDE 4.10.2 with kwin_gles compositor in compositing type OpenGL.

Setting dual display (left/right/above) or switching between displays causes broken screen. Please check attached screenshot.

Downgrading to mesa version 9.0.2 solve this problem. 

With intel GPU/Driver is everything OK.

KDE version 4.10.2
GPU: ATI x2200 driver - radeon
Kernel: 3.8.7
mesa version: 9.1.1
ati-dri version: 9.1.1",flateric,fixed,resolved,17,normal,0
CAIRO-2333,19-01-05,general,CAIRO,patterns not working with cairo_show_text,"If a pattern is set cairo_show_text() doesn't render anything.  The
attached snippet demonstrates the bug - if the cairo_set_pattern is
commented out both a rectangle and text will be visible with the call
only the rectangle appears.",tor,fixed,resolved,211,normal,0
DRI-31773,19-11-10,DRM/Intel,DRI,[SNB] System hang occurs while booting with rev07 machines with latest intel X drivers and disabling BLIT engine helped.,"This is occurring because of a  HW bug with older revisions. 

If lspci -n shows rev 07 for the cpu and VGA card (something like 8086:0104(rev 07) 8086:0116(rev 07)} then system hangs during boot

Hardware: Huron River UMA
OS- Quicweb (fedora based linux).
Kernel- 2.6.37-rc1-next-20101110 with patch - http://git.kernel.org/?p=linux/kernel/git/ickle/drm-intel.gita=commitdiffh=5588978882b5f4b81169bd7f9bc941e3a12ee8ba

X driver- latest intel X drivers(git files taken on Nov 10)

Steps to reproduce:
Boot to Linux (fedora based)
System just boots up till cursor on the screen and failed to load the home screen

see the attached dmesg and Xorg.",manjeet,fixed,closed,16,normal,0
DBUS-21620,07-05-09,core,DBUS,System services activation does not respect XDG_DATA_DIRS,In activation-helper.c we clear the environment before loading the configuration so we always only see /usr/share:/usr/local/share.,mpgritti,fixed,resolved,1009,normal,0
LIBREOFFICE-34641,23-02-11,UI,LIBREOFFICE,Start focus  in Print dialog inconsitent,"Created attachment 43732
The wrong focus in Print dialog

Hi developers!
There is some trouble in LibreOffice as compared with OpenOffice.

When I have printed in OpenOffice in former times
focus was in Number of copies field and I did:
1) Ctrl+P
2) 2 (number of copies)
3) Enter
and 2 copies were printed.

Now focus is on Print button in LibreOffice and I am forced to do:
1) Ctrl+P
2) to use mouse to move a focus!
3) 2
4) Enter
and 2 copies print.

Please move the focus to old place - in Number of copies field.
(Enter works anytime it don't play a role when you print one copy)
Thanks.",ironsoft,fixed,resolved,297,minor,3
DRI-69248,12-09-13,DRM/Intel,DRI,[Baytrail-M] mismatch in clock for eDP,"Created attachment 85687
dmesg: boot up with error and call trace

Environment:
--------------------
Kernel: (drm-intel-next-queued)6c4a8962a4a078cacfc8eb5d4bd79f6343b8cd7a
Author: Jesse Barnes 
Date:   Tue Sep 10 22:54:42 2013 -0700
    drm/i915/vlv: re-enable hotplug detect based probing on VLV/BYT


lspci:
--------------------
00:02.0 VGA compatible controller: Intel Corporation ValleyView Gen7 (rev 0a)


Description:
--------------------
Test with latest -next-queued kernel there's call trace and error in dmesg. I tested other IVB platform there's not this issue. Older kernels also reproduceable. We are testing Baytrail machine recently and it might not be a regression. I append the dmesg here and if there's something needed I'm glad to support you.

Error:
--------------------
[    2.710082] [drm:valleyview_enable_rps] *ERROR* GT fifo had a previous error 10
[    2.771175] [drm:intel_pipe_config_compare] *ERROR* mismatch in clock (expected 138780 found 0)


Call Trace:
--------------------
[    2.771165] [drm:i9xx_crtc_clock_get] Unknown DPLL mode 00000000 in programm
ed mode
[    2.771175] [drm:intel_pipe_config_compare] *ERROR* mismatch in clock (expect
ed 138780 found 0)
[    2.771178] ------------[ cut here ]------------
[    2.771221] WARNING: CPU: 1 PID: 1151 at drivers/gpu/drm/i915/intel_display.c
:8783 check_crtc_state+0x6d6/0x71d [i915]()
[    2.771222] pipe state doesn't match!
[    2.771229] Modules linked in: i915(+) video button drm_kms_helper drm acpi_c
pufreq mperf freq_table
[    2.771233] CPU: 1 PID: 1151 Comm: udevd Not tainted 3.11.0-rc7_drm-intel-nex
t-queued_6c4a89_20130911_+ #8370
[    2.771237]  0000000000000000 0000000000000009 ffffffff816ee0bb ffff88006feb5
2a8
[    2.771240]  ffffffff81032101 ffff88006feb52a0 ffffffffa008a8a5 0000000000000
000
[    2.771242]  ffff8800742a7000 ffff880004d58800 ffff88006feb5328 ffff8800742a7
6d0
[    2.771243] Call Trace:
[    2.771251]  [] ? dump_stack+0x41/0x51
[    2.771256]  [] ? warn_slowpath_common+0x73/0x8b
.........
.........",yangweix.shui,fixed,closed,13,major,2
XORG-26285,27-01-10,Driver/intel,XORG,Today's DDX build from git master shows corruption and inverted colours on GMA 4500HD (i965),"Testing today's DDX build of git master (January 27th) shows corruption and inverted colours.

See attachment image for details.",shawn.starr,fixed,resolved,0,normal,0
MESA-94028,06-02-16,Drivers/DRI/i965,MESA,[BDW] GPU HANG: ecode 8:0:0x84df3c04 in RenderingThread [5838] reason: Ring hung action: reset,"Created attachment 121560
The GPU crash dump from /sys/class/drm/card0/error

While playing XCOM I experience multiple crashes of the game.

I reached a point where the crash is reproducable and unfortunately blocking any further advance in the game. In my syslog I found:

Feb  6 22:45:19 speedy kernel: [22206.112215] [drm] stuck on render ring
Feb  6 22:45:19 speedy kernel: [22206.121966] [drm] GPU HANG: ecode 8:0:0x84df3c04 in RenderingThread [5838] reason: Ring hung action: reset
Feb  6 22:45:19 speedy kernel: [22206.121968] [drm] GPU hangs can indicate a bug anywhere in the entire gfx stack including userspace.
Feb  6 22:45:19 speedy kernel: [22206.121969] [drm] Please file a _new_ bug report on bugs.freedesktop.org against DRI -> DRM/Intel
Feb  6 22:45:19 speedy kernel: [22206.121970] [drm] drm/i915 developers can then reassign to the right component if it's not a kernel issue.
Feb  6 22:45:19 speedy kernel: [22206.121970] [drm] The gpu crash dump is required to analyze gpu hangs so please always attach it.
Feb  6 22:45:19 speedy kernel: [22206.121971] [drm] GPU crash dump saved to /sys/class/drm/card0/error
Feb  6 22:45:19 speedy kernel: [22206.123446] drm/i915: Resetting chip after gpu hang
Feb  6 22:45:43 speedy kernel: [22230.150226] [drm] stuck on render ring
Feb  6 22:45:43 speedy kernel: [22230.160639] [drm] GPU HANG: ecode 8:0:0x87d57c02 in RenderingThread [5838] reason: Ring hung action: reset
Feb  6 22:45:43 speedy kernel: [22230.163077] drm/i915: Resetting chip after gpu hang
Feb  6 22:46:15 speedy kernel: [22262.151277] [drm] stuck on render ring
Feb  6 22:46:15 speedy kernel: [22262.161540] [drm] GPU HANG: ecode 8:0:0x84df3c04 in RenderingThread [5838] reason: Ring hung action: reset
Feb  6 22:46:15 speedy kernel: [22262.163329] drm/i915: Resetting chip after gpu hang
Feb  6 22:46:45 speedy kernel: [22292.210824] [drm] stuck on render ring
Feb  6 22:46:45 speedy kernel: [22292.221358] [drm] GPU HANG: ecode 8:0:0x87d53c02 in RenderingThread [5838] reason: Ring hung action: reset
Feb  6 22:46:45 speedy kernel: [22292.222803] drm/i915: Resetting chip after gpu hang


My system is a laptop without extra graphic chip I use the integrated graphics of my Intel(R) Core(TM) i7-5500U CPU @ 2.40GHz.


As requested by the log I attached the crash dump.


As the error is (unfortunately) reproduceable I can provide any trace you may need.",bugaccount,fixed,closed,272,normal,0
LIBREOFFICE-40687,07-09-11,Installation,LIBREOFFICE,Libreoffice check for java packages even when building with --without-java,"As per summary lbreoffice configure phase fails if one passed --without-java and certain java packages are not found. In combination with --with-system-jars/libs (not sure which ones) i have to append this code to make it pass configure phase:

392 	--without-system-beanshell
393 	--without-system-lucene
394 	--without-system-saxon
395 	--without-junit

Full configure line for those interested:

./configure --prefix=/usr --build=x86_64-pc-linux-gnu --host=x86_64-pc-linux-gnu --mandir=/usr/share/man --infodir=/usr/share/info --datadir=/usr/share --sysconfdir=/etc --localstatedir=/var/lib --libdir=/usr/lib64 --docdir=/usr/share/doc/libreoffice-3.4.3.2-r1/ --with-system-headers --with-system-libs --with-system-jars --with-system-db --with-system-dicts --enable-cairo --enable-cups --enable-fontconfig --enable-largefile --enable-randr --enable-randr-link --enable-unix-qstart-libpng --enable-Xaw --enable-xrender-link --disable-broffice --disable-crashdump --disable-dependency-tracking --disable-epm --disable-fetch-external --disable-gnome-vfs --disable-kdeab --disable-kde --disable-online-update --disable-pch --disable-rpath --disable-static-gtk --disable-strip-solver --disable-zenity --with-alloc=system --with-build-version=Gentoo official package --with-extension-integration --with-external-dict-dir=/usr/share/myspell --with-external-hyph-dir=/usr/share/myspell --with-external-thes-dir=/usr/share/myspell --with-external-tar=/var/tmp/portage/app-office/libreoffice-3.4.3.2-r1/distdir --with-lang= --with-max-jobs=16 --with-num-cpus=1 --with-theme=crystal oxygen --with-unix-wrapper=libreoffice --with-vendor=Gentoo Foundation --with-x --without-afms --without-fonts --without-myspell-dicts --without-ppds --without-stlport --without-helppack-integration --disable-binfilter --enable-dbus --disable-crashdump --disable-evolution2 --disable-gconf --disable-gio --disable-lockdown --enable-graphite --enable-gstreamer --disable-gtk --disable-systray --disable-ext-scripting-beanshell --enable-kde4 --disable-ldap --enable-ext-mysql-connector --disable-mozilla --disable-odk --enable-opengl --enable-python --enable-ext-scripting-python --enable-vba --enable-activex-component --disable-neon --without-java --without-openldap --with-system-mysql-cppconn --without-system-mozilla --without-sun-templates --without-system-hsqldb --without-system-cppunit --without-system-sane-header --without-system-beanshell --without-system-lucene --without-system-saxon --without-junit --enable-ext-pdfimport --enable-ext-presenter-console --enable-ext-presenter-minimizer --with-about-bitmap=/var/tmp/portage/app-office/libreoffice-3.4.3.2-r1/work/branding-about.png --with-intro-bitmap=/var/tmp/portage/app-office/libreoffice-3.4.3.2-r1/work/branding-intro.png",tomas.chvatal,fixed,resolved,5,normal,0
